ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1661076,1.00,5.69E-01,-0.570361,-9.76303,-2.44E-02,31563540,WFDC10B,WAP four-disulfide core domain 10B
ILMN_1874190,1.00,5.69E-01,0.570234,-9.7631,3.87E-03,24806971,,
ILMN_1707448,1.00,5.7E-01,0.57013,-9.76316,5.7E-02,568599828,CDK12,cyclin dependent kinase 12
ILMN_1729645,1.00,5.7E-01,-0.570094,-9.76318,-1.14E-02,366039932,BBC3,BCL2 binding component 3
ILMN_1725773,1.00,5.7E-01,0.570035,-9.76322,4.9E-03,41406093,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12
ILMN_1878843,1.00,5.7E-01,0.569986,-9.76325,7E-03,5678340,,
ILMN_1720695,1.00,5.7E-01,0.569964,-9.76326,3.61E-03,60097901,FLG,filaggrin
ILMN_1915908,1.00,5.7E-01,0.569903,-9.76329,2.23E-02,10853972,HSPC324,uncharacterized LOC101928612
ILMN_1741346,1.00,5.7E-01,0.569811,-9.76335,4.15E-02,33598961,EPHB3,EPH receptor B3
ILMN_2401964,1.00,5.7E-01,-0.569756,-9.76338,-1.54E-02,160298203,CDC42EP1,CDC42 effector protein 1
ILMN_1790070,1.00,5.7E-01,0.569669,-9.76343,1.05E-03,254675141,C2orf61,chromosome 2 open reading frame 61
ILMN_1672753,1.00,5.7E-01,-0.569609,-9.76346,-7.43E-02,NA,,
ILMN_1671486,1.00,5.7E-01,0.569519,-9.76351,1.11E-01,338797744,HOMER2,homer scaffolding protein 2
ILMN_1886625,1.00,5.7E-01,0.569433,-9.76356,2.85E-03,82427190,,
ILMN_1809336,1.00,5.7E-01,-0.569349,-9.76361,-4.43E-02,62739177,RTKN,rhotekin
ILMN_1691959,1.00,5.7E-01,-0.56925,-9.76367,-4.58E-02,290463079,PALM2-AKAP2,PALM2-AKAP2 readthrough
ILMN_2351466,1.00,5.7E-01,-0.569084,-9.76376,-6.78E-03,115298664,NTM,neurotrimin
ILMN_1744623,1.00,5.7E-01,-0.56902,-9.7638,-3.78E-02,NA,,
ILMN_1735955,1.00,5.7E-01,0.568981,-9.76382,3.86E-02,NA,,
ILMN_1735503,1.00,5.7E-01,0.568873,-9.76388,1.08E-03,NA,,
ILMN_1736267,1.00,5.7E-01,0.56877,-9.76394,5.96E-02,289666761,ZNF555,zinc finger protein 555
ILMN_1832173,1.00,5.71E-01,-0.568559,-9.76406,-6.61E-03,11683215,,
ILMN_1697328,1.00,5.71E-01,0.568547,-9.76407,5.92E-03,124517732,SPATA9,spermatogenesis associated 9
ILMN_1695827,1.00,5.71E-01,-0.568532,-9.76408,-5.85E-02,45827796,PPP1CA,protein phosphatase 1 catalytic subunit alpha
ILMN_1681046,1.00,5.71E-01,0.568532,-9.76408,4.92E-03,144953900,ALLC,allantoicase
ILMN_1767024,1.00,5.71E-01,-0.568489,-9.7641,-1.34E-02,NA,,
ILMN_2229610,1.00,5.71E-01,-0.568462,-9.76412,-1.62E-02,325651953,ZNF568,zinc finger protein 568
ILMN_1834030,1.00,5.71E-01,-0.568377,-9.76417,-4.08E-02,13527247,,
ILMN_1839822,1.00,5.71E-01,0.568365,-9.76417,1.86E-02,10034788,,
ILMN_1731688,1.00,5.71E-01,-0.568311,-9.7642,-1.03E-02,198041706,KLB,klotho beta
ILMN_2114972,1.00,5.71E-01,0.568266,-9.76423,7.19E-03,296080752,FGB,fibrinogen beta chain
ILMN_1769883,1.00,5.71E-01,0.568219,-9.76426,6.03E-02,260099674,IDE,insulin degrading enzyme
ILMN_2340052,1.00,5.71E-01,-0.568122,-9.76431,-4.18E-02,331284177,NCOR2,nuclear receptor corepressor 2
ILMN_1665207,1.00,5.71E-01,0.568031,-9.76436,4.53E-03,NA,,
ILMN_1722824,1.00,5.71E-01,0.568017,-9.76437,8.44E-03,300360561,TEAD4,TEA domain transcription factor 4
ILMN_1728787,1.00,5.71E-01,-0.567991,-9.76439,-5.88E-03,743405588,AGR3,"anterior gradient 3, protein disulphide isomerase family member"
ILMN_1777296,1.00,5.71E-01,-0.567811,-9.76449,-7.99E-02,168480144,ACTB,actin beta
ILMN_2400030,1.00,5.71E-01,0.567806,-9.76449,3.81E-02,333108232,PTPN2,"protein tyrosine phosphatase, non-receptor type 2"
ILMN_1847160,1.00,5.71E-01,0.567387,-9.76473,3.54E-03,2115446,,
ILMN_1831081,1.00,5.71E-01,-0.567354,-9.76475,-3.92E-02,4828008,,
ILMN_1688218,1.00,5.71E-01,0.567335,-9.76476,2.55E-02,NA,,
ILMN_1658083,1.00,5.71E-01,-0.567314,-9.76477,-5.37E-02,331999976,ABT1,activator of basal transcription 1
ILMN_1758599,1.00,5.71E-01,-0.56723,-9.76482,-5.2E-02,34222229,FAM163A,family with sequence similarity 163 member A
ILMN_1712432,1.00,5.72E-01,0.567158,-9.76486,3.67E-02,523425732,PSMD2,"proteasome 26S subunit, non-ATPase 2"
ILMN_1689220,1.00,5.72E-01,0.56699,-9.76496,2.45E-03,566559882,IQCE,IQ motif containing E
ILMN_1676283,1.00,5.72E-01,0.566921,-9.765,6.59E-02,140561069,RIMBP2,RIMS binding protein 2
ILMN_1889669,1.00,5.72E-01,0.566843,-9.76504,1.07E-03,83131461,C17orf107,chromosome 17 open reading frame 107
ILMN_1758153,1.00,5.72E-01,-0.566736,-9.7651,-3.77E-03,NA,,
ILMN_1897758,1.00,5.72E-01,0.566623,-9.76517,2.49E-02,10700539,,
ILMN_1683858,1.00,5.72E-01,0.566592,-9.76518,1.06E-02,300116250,EFCAB6,EF-hand calcium binding domain 6
ILMN_1692852,1.00,5.72E-01,-0.566563,-9.7652,-6.23E-03,NA,,
ILMN_1685982,1.00,5.72E-01,0.566522,-9.76522,1.42E-02,197333759,PDGFA,platelet derived growth factor subunit A
ILMN_1810875,1.00,5.72E-01,0.566514,-9.76523,7.61E-02,156630987,SYNGR1,synaptogyrin 1
ILMN_1765459,1.00,5.72E-01,0.566475,-9.76525,3.81E-02,66737369,S100A13,S100 calcium binding protein A13
ILMN_1891944,1.00,5.72E-01,0.566454,-9.76526,7.81E-02,2183515,,
ILMN_1707493,1.00,5.72E-01,-0.566349,-9.76532,-7.65E-02,302191636,RCC1,regulator of chromosome condensation 1
ILMN_1774617,1.00,5.72E-01,0.566301,-9.76535,4.95E-02,56550107,NAB1,NGFI-A binding protein 1
ILMN_1876172,1.00,5.72E-01,0.566087,-9.76547,6.39E-03,19600493,,
ILMN_2095577,1.00,5.72E-01,0.566077,-9.76548,4.26E-03,41349436,BMPR1A,bone morphogenetic protein receptor type 1A
ILMN_1669122,1.00,5.72E-01,-0.565946,-9.76555,-6.74E-02,NA,,
ILMN_1915413,1.00,5.72E-01,0.565908,-9.76557,5.89E-03,77939131,,
ILMN_1698252,1.00,5.73E-01,0.565664,-9.76571,7.09E-02,1022943168,FANCB,Fanconi anemia complementation group B
ILMN_1739486,1.00,5.73E-01,0.565629,-9.76573,9.49E-03,NA,,
ILMN_2184966,1.00,5.73E-01,-0.565542,-9.76578,-6.81E-02,63079684,ZHX2,zinc fingers and homeoboxes 2
ILMN_1676041,1.00,5.73E-01,-0.56544,-9.76584,-1.55E-02,NA,,
ILMN_2325337,1.00,5.73E-01,0.565326,-9.7659,7.61E-02,731184214,APOL2,apolipoprotein L2
ILMN_2071598,1.00,5.73E-01,0.565258,-9.76594,7.47E-03,262231789,CFHR3,complement factor H related 3
ILMN_2236714,1.00,5.73E-01,0.565188,-9.76598,3.5E-02,75709219,CSTF1,cleavage stimulation factor subunit 1
ILMN_1707314,1.00,5.73E-01,-0.565131,-9.76601,-8.55E-03,300116155,PAX3,paired box 3
ILMN_2076658,1.00,5.73E-01,0.565114,-9.76602,4.42E-02,143770801,MRPL1,mitochondrial ribosomal protein L1
ILMN_1678788,1.00,5.73E-01,0.565104,-9.76603,1.9E-02,46852179,HAPLN2,hyaluronan and proteoglycan link protein 2
ILMN_1715384,1.00,5.73E-01,-0.564815,-9.76619,-6.23E-02,92091577,B4GAT1,"beta-1,4-glucuronyltransferase 1"
ILMN_1668247,1.00,5.73E-01,0.56481,-9.7662,5.04E-02,22035628,LTC4S,leukotriene C4 synthase
ILMN_2197659,1.00,5.73E-01,-0.564673,-9.76627,-1.1E-01,332309205,SLC14A1,solute carrier family 14 member 1 (Kidd blood group)
ILMN_2195703,1.00,5.73E-01,-0.564552,-9.76634,-8.75E-02,289577087,PPARGC1B,PPARG coactivator 1 beta
ILMN_1699211,1.00,5.73E-01,0.564519,-9.76636,2.42E-03,153791676,PDXDC2P,"pyridoxal dependent decarboxylase domain containing 2, pseudogene"
ILMN_1743356,1.00,5.73E-01,0.564474,-9.76639,2.11E-03,NA,,
ILMN_1858783,1.00,5.73E-01,-0.564461,-9.76639,-7.99E-03,34529576,LOC100130453,uncharacterized LOC100130453
ILMN_1653940,1.00,5.74E-01,-0.564102,-9.7666,-9.02E-03,188528691,USP2,ubiquitin specific peptidase 2
ILMN_1830382,1.00,5.74E-01,0.56373,-9.76681,4.07E-03,27882792,LINC01601,long intergenic non-protein coding RNA 1601
ILMN_2409879,1.00,5.74E-01,-0.563532,-9.76692,-4.35E-02,65508249,C5orf45,chromosome 5 open reading frame 45
ILMN_1853254,1.00,5.74E-01,0.563503,-9.76694,9.51E-03,5766389,,
ILMN_1748770,1.00,5.74E-01,-0.563318,-9.76704,-5.04E-02,345090975,CKAP5,cytoskeleton associated protein 5
ILMN_1775016,1.00,5.74E-01,-0.563253,-9.76708,-4.03E-02,291045235,MPZL2,myelin protein zero like 2
ILMN_1691994,1.00,5.74E-01,0.563149,-9.76714,1.63E-02,NA,,
ILMN_1790354,1.00,5.74E-01,0.563142,-9.76714,3.21E-02,440918671,RABGGTB,Rab geranylgeranyltransferase beta subunit
ILMN_1666214,1.00,5.74E-01,0.562967,-9.76724,7.06E-03,NA,,
ILMN_1798129,1.00,5.74E-01,0.562885,-9.76729,4.74E-02,NA,,
ILMN_1758542,1.00,5.75E-01,0.562701,-9.76739,1.86E-03,NA,,
ILMN_1868040,1.00,5.75E-01,0.562691,-9.7674,2.24E-03,21750362,LINC01182,long intergenic non-protein coding RNA 1182
ILMN_1688864,1.00,5.75E-01,-0.562629,-9.76743,-2.3E-02,291045206,CABP4,calcium binding protein 4
ILMN_1734766,1.00,5.75E-01,0.562594,-9.76745,2.63E-02,134133314,CEP57L1,centrosomal protein 57 like 1
ILMN_1834177,1.00,5.75E-01,0.562536,-9.76748,2.63E-03,83130643,,
ILMN_1720205,1.00,5.75E-01,-0.562465,-9.76753,-9.45E-03,NA,,
ILMN_1746670,1.00,5.75E-01,0.562312,-9.76761,5.96E-02,808154207,DYNAP,dynactin associated protein
ILMN_1867397,1.00,5.75E-01,0.562266,-9.76764,3.24E-03,18810635,,
ILMN_2348050,1.00,5.75E-01,0.562227,-9.76766,4.53E-02,31652225,MRPL21,mitochondrial ribosomal protein L21
ILMN_1701869,1.00,5.75E-01,-0.561988,-9.76779,-5.4E-02,313760648,FBXO22,F-box protein 22
ILMN_1799725,1.00,5.75E-01,-0.561947,-9.76782,-4.17E-02,205277317,DOCK2,dedicator of cytokinesis 2
ILMN_2078141,1.00,5.75E-01,0.561756,-9.76793,1.87E-02,325651900,ZNF587,zinc finger protein 587
ILMN_2409395,1.00,5.75E-01,0.561747,-9.76793,7.82E-02,61676092,CCNC,cyclin C
ILMN_1697157,1.00,5.75E-01,0.561666,-9.76798,7E-03,NA,,
ILMN_2194649,1.00,5.75E-01,-0.561657,-9.76798,-5.15E-02,211058419,TADA1,transcriptional adaptor 1
ILMN_1892253,1.00,5.75E-01,-0.561563,-9.76803,-9.11E-03,21706994,LOC101928760,uncharacterized LOC101928760
ILMN_2148298,1.00,5.75E-01,0.561542,-9.76805,2.21E-02,1013366285,ZNF749,zinc finger protein 749
ILMN_1677834,1.00,5.75E-01,-0.56153,-9.76805,-1.38E-02,NA,,
ILMN_1795703,1.00,5.75E-01,-0.561504,-9.76807,-5.65E-02,38570061,GET4,golgi to ER traffic protein 4
ILMN_1726437,1.00,5.75E-01,-0.561411,-9.76812,-5.7E-03,222418692,EFCAB3,EF-hand calcium binding domain 3
ILMN_1702530,1.00,5.75E-01,0.561397,-9.76813,1.8E-02,NA,,
ILMN_1916847,1.00,5.76E-01,-0.561287,-9.76819,-2.87E-03,16549266,,
ILMN_1680687,1.00,5.76E-01,0.561251,-9.76821,6.1E-02,339276049,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
ILMN_1680420,1.00,5.76E-01,0.561064,-9.76832,4.77E-02,545687789,NUDT13,nudix hydrolase 13
ILMN_2204526,1.00,5.76E-01,0.561031,-9.76833,9.69E-03,752507717,TCTEX1D4,Tctex1 domain containing 4
ILMN_1892501,1.00,5.76E-01,-0.560801,-9.76846,-2.05E-02,31584719,,
ILMN_1782890,1.00,5.76E-01,0.560714,-9.76851,2.9E-02,223718111,SLC25A3,solute carrier family 25 member 3
ILMN_1682501,1.00,5.76E-01,0.560687,-9.76853,5.51E-02,388454210,CNOT1,CCR4-NOT transcription complex subunit 1
ILMN_1890005,1.00,5.76E-01,-0.560595,-9.76858,-2.2E-02,20359962,,
ILMN_1759493,1.00,5.76E-01,0.560558,-9.7686,1.44E-03,411147372,ANXA8,annexin A8
ILMN_1664861,1.00,5.76E-01,0.560366,-9.76871,6.95E-03,341865545,ID1,"inhibitor of DNA binding 1, HLH protein"
ILMN_2094377,1.00,5.76E-01,0.560356,-9.76872,3.59E-03,194733733,TRPC3,transient receptor potential cation channel subfamily C member 3
ILMN_1697472,1.00,5.76E-01,-0.560303,-9.76875,-7.17E-02,91807116,TM2D3,TM2 domain containing 3
ILMN_1803810,1.00,5.76E-01,-0.560181,-9.76881,-8.78E-02,110611219,RRBP1,ribosome binding protein 1
ILMN_1710710,1.00,5.76E-01,0.560137,-9.76884,6.37E-02,89353279,DEDD,death effector domain containing
ILMN_1692785,1.00,5.76E-01,-0.560057,-9.76888,-4.62E-02,732662993,KLHL21,kelch like family member 21
ILMN_1762701,1.00,5.76E-01,0.559931,-9.76895,1.41E-03,149589020,DCLK3,doublecortin like kinase 3
ILMN_1848374,1.00,5.76E-01,-0.559905,-9.76897,-5.95E-03,23239947,,
ILMN_1826738,1.00,5.77E-01,-0.559746,-9.76906,-4.28E-02,30980413,,
ILMN_1774373,1.00,5.77E-01,0.559726,-9.76907,2.19E-02,1011750816,NIPAL2,NIPA like domain containing 2
ILMN_1768551,1.00,5.77E-01,-0.559417,-9.76924,-7.61E-02,NA,,
ILMN_1695193,1.00,5.77E-01,0.559342,-9.76929,9.03E-03,452408443,ANGPTL3,angiopoietin like 3
ILMN_1835730,1.00,5.77E-01,0.559284,-9.76932,1.07E-02,6438359,,
ILMN_1846110,1.00,5.77E-01,-0.559209,-9.76936,-7.28E-03,24994043,CLHC1,clathrin heavy chain linker domain containing 1
ILMN_1875036,1.00,5.77E-01,0.559043,-9.76945,5.65E-03,6710784,,
ILMN_2077733,1.00,5.77E-01,-0.558941,-9.76951,-7.13E-02,291190307,NAA25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit"
ILMN_2106573,1.00,5.77E-01,0.558908,-9.76953,5.68E-03,121949816,DENND2C,DENN domain containing 2C
ILMN_1779376,1.00,5.77E-01,-0.558851,-9.76956,-2.97E-02,225903415,GSK3B,glycogen synthase kinase 3 beta
ILMN_1738674,1.00,5.77E-01,0.558728,-9.76963,1.01E-02,730229358,TRPV5,transient receptor potential cation channel subfamily V member 5
ILMN_1916193,1.00,5.77E-01,0.558691,-9.76965,2E-03,NA,,
ILMN_1811064,1.00,5.77E-01,0.558551,-9.76973,1.81E-02,124028526,MTMR10,myotubularin related protein 10
ILMN_1810205,1.00,5.77E-01,0.558486,-9.76977,2.32E-02,NA,,
ILMN_1682224,1.00,5.77E-01,0.558448,-9.76979,5.73E-03,NA,,
ILMN_1770053,1.00,5.77E-01,-0.558389,-9.76982,-4.77E-02,212276187,RBBP7,"RB binding protein 7, chromatin remodeling factor"
ILMN_1727248,1.00,5.78E-01,-0.558308,-9.76987,-5.7E-02,149999379,INF2,"inverted formin, FH2 and WH2 domain containing"
ILMN_1819988,1.00,5.78E-01,0.55812,-9.76997,2.33E-02,27822870,,
ILMN_1832211,1.00,5.78E-01,-0.558067,-9.77,-2E-02,9176186,,
ILMN_1866395,1.00,5.78E-01,-0.557921,-9.77008,-1.6E-02,79194915,,
ILMN_2391176,1.00,5.78E-01,0.557853,-9.77012,4E-03,NA,,
ILMN_1661366,1.00,5.78E-01,-0.557783,-9.77016,-1.01E-01,952009247,PGAM1,phosphoglycerate mutase 1
ILMN_1863810,1.00,5.78E-01,-0.557762,-9.77017,-1.95E-02,5545910,,
ILMN_1775243,1.00,5.78E-01,0.557663,-9.77023,5.31E-02,78190471,RPL35,ribosomal protein L35
ILMN_1679767,1.00,5.78E-01,-0.557386,-9.77038,-1.27E-02,NA,,
ILMN_1886847,1.00,5.78E-01,-0.557316,-9.77042,-5.64E-02,47329400,ODF2L,outer dense fiber of sperm tails 2 like
ILMN_1672834,1.00,5.78E-01,-0.557291,-9.77044,-4.28E-02,530788324,SSH2,slingshot protein phosphatase 2
ILMN_1900657,1.00,5.78E-01,0.55729,-9.77044,1.58E-02,18988137,,
ILMN_1690899,1.00,5.78E-01,-0.557274,-9.77045,-1.12E-02,NA,,
ILMN_2067607,1.00,5.78E-01,-0.557265,-9.77045,-6.26E-02,197116387,TMEM106B,transmembrane protein 106B
ILMN_1875302,1.00,5.78E-01,0.557226,-9.77047,1.05E-02,31899878,ARRB1,arrestin beta 1
ILMN_2045911,1.00,5.79E-01,0.556874,-9.77067,3.99E-02,388453734,FBXO28,F-box protein 28
ILMN_2337551,1.00,5.79E-01,0.556868,-9.77067,5.7E-02,498917228,HIPK3,homeodomain interacting protein kinase 3
ILMN_1851959,1.00,5.79E-01,0.556826,-9.7707,5.02E-03,5886224,,
ILMN_1717165,1.00,5.79E-01,0.556815,-9.7707,3.74E-02,48375183,IGBP1,immunoglobulin (CD79A) binding protein 1
ILMN_1663718,1.00,5.79E-01,-0.556797,-9.77071,-4.82E-02,108773777,LHFPL3,lipoma HMGIC fusion partner-like 3
ILMN_1706546,1.00,5.79E-01,-0.556771,-9.77073,-5.93E-02,402794174,MAX,MYC associated factor X
ILMN_1730291,1.00,5.79E-01,0.556708,-9.77076,9.04E-02,49574487,ATP1B1,ATPase Na+/K+ transporting subunit beta 1
ILMN_1790810,1.00,5.79E-01,0.556669,-9.77078,3.4E-02,210147528,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4
ILMN_1808797,1.00,5.79E-01,0.556658,-9.77079,4.23E-03,663071187,ADCY10,"adenylate cyclase 10, soluble"
ILMN_1681638,1.00,5.79E-01,0.556644,-9.7708,5.06E-03,NA,,
ILMN_1796484,1.00,5.79E-01,0.556587,-9.77083,4.82E-03,NA,,
ILMN_2400759,1.00,5.79E-01,0.556559,-9.77085,7E-02,83641873,CPVL,"carboxypeptidase, vitellogenic like"
ILMN_1803398,1.00,5.79E-01,0.556472,-9.77089,3.63E-02,635172878,SRF,serum response factor
ILMN_1743331,1.00,5.79E-01,0.556457,-9.7709,3.4E-03,755571538,ADIG,adipogenin
ILMN_2359887,1.00,5.79E-01,-0.556296,-9.77099,-5.76E-02,394582129,PPP2R5D,protein phosphatase 2 regulatory subunit B'delta
ILMN_1899431,1.00,5.79E-01,0.556169,-9.77106,5.69E-03,21045600,,
ILMN_1766408,1.00,5.79E-01,-0.556152,-9.77107,-4.25E-02,47132615,CBFB,core-binding factor beta subunit
ILMN_2383611,1.00,5.79E-01,0.556124,-9.77109,5.45E-02,940373636,PTPRE,"protein tyrosine phosphatase, receptor type E"
ILMN_1736190,1.00,5.79E-01,-0.556022,-9.77115,-1.12E-01,119220561,CYP4F3,cytochrome P450 family 4 subfamily F member 3
ILMN_1674703,1.00,5.79E-01,-0.555935,-9.77119,-5.51E-02,995970189,UBA5,ubiquitin like modifier activating enzyme 5
ILMN_1803714,1.00,5.79E-01,0.555906,-9.77121,1.23E-03,45359864,MMP20,matrix metallopeptidase 20
ILMN_1724555,1.00,5.79E-01,0.555783,-9.77128,7.27E-03,NA,,
ILMN_1769290,1.00,5.79E-01,-0.555755,-9.7713,-6.86E-02,270265886,TTC39B,tetratricopeptide repeat domain 39B
ILMN_1899590,1.00,5.79E-01,0.555651,-9.77135,2.04E-03,3426915,,
ILMN_1685750,1.00,5.79E-01,0.555597,-9.77138,2.14E-02,961658087,RAB3C,"RAB3C, member RAS oncogene family"
ILMN_2372384,1.00,5.79E-01,-0.555597,-9.77138,-1.89E-02,256017158,MGA,"MGA, MAX dimerization protein"
ILMN_1896892,1.00,5.8E-01,0.555361,-9.77152,2.43E-02,21250308,,
ILMN_2274923,1.00,5.8E-01,-0.55533,-9.77153,-8.17E-02,519666770,MOCS2,molybdenum cofactor synthesis 2
ILMN_2240099,1.00,5.8E-01,-0.555172,-9.77162,-3.74E-03,356995877,DLX4,distal-less homeobox 4
ILMN_1679837,1.00,5.8E-01,0.555155,-9.77163,6.08E-02,756140814,SGPP1,sphingosine-1-phosphate phosphatase 1
ILMN_1828367,1.00,5.8E-01,-0.555102,-9.77166,-3.36E-02,15251909,,
ILMN_1791955,1.00,5.8E-01,0.555005,-9.77171,3.38E-03,133930779,RASGRP4,RAS guanyl releasing protein 4
ILMN_1773073,1.00,5.8E-01,0.554778,-9.77184,4.33E-02,83281448,PHYH,phytanoyl-CoA 2-hydroxylase
ILMN_1663884,1.00,5.8E-01,0.554775,-9.77184,2.69E-03,NA,,
ILMN_1690690,1.00,5.8E-01,-0.554729,-9.77187,-4.24E-02,321400046,SEC23IP,SEC23 interacting protein
ILMN_1784985,1.00,5.8E-01,-0.554694,-9.77189,-5.43E-02,974141094,PRRT3,proline rich transmembrane protein 3
ILMN_1863185,1.00,5.8E-01,0.554626,-9.77193,4.6E-02,16549530,,
ILMN_1722985,1.00,5.8E-01,0.554558,-9.77196,4.93E-02,NA,,
ILMN_1789994,1.00,5.8E-01,0.554281,-9.77212,5.81E-04,NA,,
ILMN_2106931,1.00,5.8E-01,0.554278,-9.77212,5.87E-02,613410231,PPP1R15B,protein phosphatase 1 regulatory subunit 15B
ILMN_1795563,1.00,5.8E-01,0.554266,-9.77213,6.97E-04,221136773,TCTN3,tectonic family member 3
ILMN_1843565,1.00,5.8E-01,-0.554201,-9.77216,-5.1E-03,83107398,,
ILMN_1771799,1.00,5.8E-01,-0.55404,-9.77225,-7.37E-02,116642870,ZNF708,zinc finger protein 708
ILMN_1680156,1.00,5.8E-01,-0.554009,-9.77227,-5.23E-03,150456433,HYPM,huntingtin interacting protein M
ILMN_1654473,1.00,5.81E-01,0.553959,-9.7723,6.21E-03,574956972,ZP1,zona pellucida glycoprotein 1
ILMN_1761782,1.00,5.81E-01,-0.553801,-9.77238,-1.64E-02,118572586,RAMP3,receptor (G protein-coupled) activity modifying protein 3
ILMN_1707021,1.00,5.81E-01,0.55377,-9.7724,6.07E-02,NA,,
ILMN_1846480,1.00,5.81E-01,-0.553751,-9.77241,-2.26E-02,2337126,,
ILMN_1915098,1.00,5.81E-01,-0.553641,-9.77247,-1.15E-02,10033424,LINC00226,long intergenic non-protein coding RNA 226
ILMN_1653459,1.00,5.81E-01,0.553575,-9.77251,1.86E-02,NA,,
ILMN_1651788,1.00,5.81E-01,0.553478,-9.77256,4.83E-02,56237030,MAP3K11,mitogen-activated protein kinase kinase kinase 11
ILMN_1725750,1.00,5.81E-01,0.553447,-9.77258,9.87E-03,NA,,
ILMN_1769235,1.00,5.81E-01,0.553291,-9.77267,8.22E-03,NA,,
ILMN_1891136,1.00,5.81E-01,-0.553291,-9.77267,-5.51E-03,3229350,,
ILMN_1775034,1.00,5.81E-01,0.553271,-9.77268,1.18E-02,157151753,MEIG1,meiosis/spermiogenesis associated 1
ILMN_1848502,1.00,5.81E-01,0.553002,-9.77283,5.69E-03,31151270,LINC01050,long intergenic non-protein coding RNA 1050
ILMN_1679545,1.00,5.81E-01,0.552877,-9.7729,2.84E-03,NA,,
ILMN_1657550,1.00,5.81E-01,-0.552724,-9.77298,-6.28E-02,737676170,MVD,mevalonate diphosphate decarboxylase
ILMN_1797764,1.00,5.81E-01,-0.552672,-9.77301,-8.69E-02,NA,,
ILMN_1905288,1.00,5.81E-01,0.552671,-9.77301,7.09E-03,6700900,,
ILMN_1912505,1.00,5.81E-01,-0.552667,-9.77302,-2.43E-02,21171646,LINC01340,long intergenic non-protein coding RNA 1340
ILMN_1859764,1.00,5.82E-01,0.552494,-9.77311,7.58E-03,83132400,,
ILMN_1736817,1.00,5.82E-01,0.552191,-9.77328,1.3E-02,NA,,
ILMN_1820606,1.00,5.82E-01,0.55219,-9.77328,6.79E-03,3756268,,
ILMN_1817257,1.00,5.82E-01,0.552055,-9.77336,3.55E-03,8606454,,
ILMN_2311873,1.00,5.82E-01,0.552023,-9.77337,2.23E-02,747165378,GP2,glycoprotein 2
ILMN_1723522,1.00,5.82E-01,0.552004,-9.77338,3.08E-02,188528638,APOLD1,apolipoprotein L domain containing 1
ILMN_1670821,1.00,5.82E-01,-0.551918,-9.77343,-3.08E-01,NA,,
ILMN_1893852,1.00,5.82E-01,-0.551895,-9.77344,-1.07E-02,NA,,
ILMN_1892996,1.00,5.82E-01,-0.551836,-9.77348,-3.42E-02,19736194,,
ILMN_1745079,1.00,5.82E-01,-0.551733,-9.77353,-7.76E-02,705044196,TRIM2,tripartite motif containing 2
ILMN_1893000,1.00,5.82E-01,0.551404,-9.77372,2.97E-03,3836934,,
ILMN_1813100,1.00,5.82E-01,-0.551358,-9.77374,-6.57E-03,260763924,ARFGEF3,ARFGEF family member 3
ILMN_1905808,1.00,5.82E-01,0.55126,-9.7738,6.81E-03,5707069,,
ILMN_2079488,1.00,5.82E-01,0.551165,-9.77385,6.48E-03,400235041,GNPDA2,glucosamine-6-phosphate deaminase 2
ILMN_1902705,1.00,5.82E-01,-0.551094,-9.77389,-3.88E-03,19691246,,
ILMN_1654899,1.00,5.82E-01,-0.551076,-9.7739,-9.02E-03,NA,,
ILMN_1810474,1.00,5.82E-01,-0.551066,-9.7739,-3.07E-02,342307071,UBE2I,ubiquitin conjugating enzyme E2 I
ILMN_1789666,1.00,5.83E-01,-0.551044,-9.77392,-1.31E-02,308737006,OR7G1,olfactory receptor family 7 subfamily G member 1
ILMN_1796177,1.00,5.83E-01,-0.550964,-9.77396,-5.62E-02,386781397,GIPC1,GIPC PDZ domain containing family member 1
ILMN_1754102,1.00,5.83E-01,0.550817,-9.77404,4.01E-03,522838231,TGIF1,TGFB induced factor homeobox 1
ILMN_1719828,1.00,5.83E-01,0.550748,-9.77408,2.33E-03,256985144,HIPK2,homeodomain interacting protein kinase 2
ILMN_1705496,1.00,5.83E-01,-0.550574,-9.77418,-4.58E-02,NA,,
ILMN_2152131,1.00,5.83E-01,0.550546,-9.77419,2.09E-02,168480144,ACTB,actin beta
ILMN_1662453,1.00,5.83E-01,0.550447,-9.77425,1.04E-02,210031232,PRDM6,PR/SET domain 6
ILMN_1775103,1.00,5.83E-01,-0.550293,-9.77433,-1.53E-02,NA,,
ILMN_1662091,1.00,5.83E-01,0.550252,-9.77435,5.57E-03,148727310,MROH5,maestro heat like repeat family member 5
ILMN_1801927,1.00,5.83E-01,-0.550152,-9.77441,-1.73E-03,257796263,FIGLA,folliculogenesis specific bHLH transcription factor
ILMN_1661200,1.00,5.83E-01,-0.549887,-9.77456,-8.44E-03,222831574,SLCO3A1,solute carrier organic anion transporter family member 3A1
ILMN_2401143,1.00,5.83E-01,0.549796,-9.77461,1.48E-03,49355760,ELAVL3,ELAV like neuron-specific RNA binding protein 3
